CZK,CAD,0.057365764111977975,Česká spořitelna,2019-04-17
HUF,CZK,0.07824,Česká spořitelna,2019-04-17
CZK,HUF,12.156576707999026,Česká spořitelna,2019-04-17
NOK,CZK,2.611,Česká spořitelna,2019-04-17
CZK,NOK,0.36429872495446264,Česká spořitelna,2019-04-17
NZD,CZK,14.985,Česká spořitelna,2019-04-17
CZK,NZD,0.06347997206881228,Česká spořitelna,2019-04-17
PLN,CZK,5.857,Česká spořitelna,2019-04-17
CZK,PLN,0.16241676140977748,Česká spořitelna,2019-04-17
RON,CZK,5.258,Česká spořitelna,2019-04-17
CZK,RON,0.18089725036179452,Česká spořitelna,2019-04-17
RUB,CZK,0.33918,Česká spořitelna,2019-04-17
CZK,RUB,2.721532767254518,Česká spořitelna,2019-04-17
SEK,CZK,2.395,Česká spořitelna,2019-04-17
CZK,SEK,0.39714058776806993,Česká spořitelna,2019-04-17
CHF,CZK,22.003,Česká spořitelna,2019-04-17
CZK,CHF,0.04323015735777278,Česká spořitelna,2019-04-17
TND,CZK,7.401,Česká spořitelna,2019-04-17
CZK,TND,0.12853470437017994,Česká spořitelna,2019-04-17
TRY,CZK,3.811,Česká spořitelna,2019-04-17
CZK,TRY,0.2496255616575137,Česká spořitelna,2019-04-17
USD,CZK,22.142,Česká spořitelna,2019-04-17
CZK,USD,0.04295901709768881,Česká spořitelna,2019-04-17
EUR,CZK,24.9743,Komerční banka,2019-04-17
CZK,EUR,0.03792058670731754,Komerční banka,2019-04-17
GBP,CZK,28.8598,Komerční banka,2019-04-17
CZK,GBP,0.032795487340941884,Komerční banka,2019-04-17
USD,CZK,22.0931,Komerční banka,2019-04-17
CZK,USD,0.04284031273428296,Komerční banka,2019-04-17
AUD,CZK,15.851,Komerční banka,2019-04-17
CZK,AUD,0.059710761073360645,Komerční banka,2019-04-17
BGN,CZK,12.7654,Komerční banka,2019-04-17
CZK,BGN,0.07414327446357341,Komerční banka,2019-04-17
CAD,CZK,16.5423,Komerční banka,2019-04-17
CZK,CAD,0.05721511165529039,Komerční banka,2019-04-17
CNY,CZK,3.2155,Komerční banka,2019-04-17
CZK,CNY,0.28138101803652327,Komerční banka,2019-04-17
DKK,CZK,3.3449,Komerční banka,2019-04-17
CZK,DKK,0.28295747149203476,Komerční banka,2019-04-17
HRK,CZK,3.3578,Komerční banka,2019-04-17
CZK,HRK,0.281864817633463,Komerční banka,2019-04-17
HUF,CZK,0.077995,Komerční banka,2019-04-17
CZK,HUF,12.135038710773486,Komerční banka,2019-04-17
CHF,CZK,21.9545,Komerční banka,2019-04-17
CZK,CHF,0.04311069533240501,Komerční banka,2019-04-17
JPY,CZK,0.197016,Komerční banka,2019-04-17
CZK,JPY,4.789639052800981,Komerční banka,2019-04-17
NOK,CZK,2.605,Komerční banka,2019-04-17
CZK,NOK,0.3633192849876471,Komerční banka,2019-04-17
PLN,CZK,5.8412,Komerční banka,2019-04-17
CZK,PLN,0.16203253613325558,Komerční banka,2019-04-17
RON,CZK,5.2454,Komerční banka,2019-04-17
CZK,RON,0.18044027426921688,Komerční banka,2019-04-17
RUB,CZK,0.33554,Komerční banka,2019-04-17
CZK,RUB,2.696435312516853,Komerční banka,2019-04-17
SEK,CZK,2.3893,Komerční banka,2019-04-17
CZK,SEK,0.39611804317686666,Komerční banka,2019-04-17
TRY,CZK,3.8057,Komerční banka,2019-04-17
CZK,TRY,0.24870053968017108,Komerční banka,2019-04-17
AUD,CZK,15.919,ČSOB,2019-04-17
CZK,AUD,0.05975500448162534,ČSOB,2019-04-17
CNY,CZK,3.184,ČSOB,2019-04-17
CZK,CNY,0.278473962684489,ČSOB,2019-04-17
DKK,CZK,3.354,ČSOB,2019-04-17
CZK,DKK,0.28368794326241137,ČSOB,2019-04-17
EUR,CZK,25.036,ČSOB,2019-04-17
CZK,EUR,0.03800691725894113,ČSOB,2019-04-17
HRK,CZK,3.368,ČSOB,2019-04-17
CZK,HRK,0.2824060999717594,ČSOB,2019-04-17
JPY,CZK,0.19787,ČSOB,2019-04-17
CZK,JPY,4.807230074031343,ČSOB,2019-04-17
CAD,CZK,16.587,ČSOB,2019-04-17
CZK,CAD,0.057352603808212894,ČSOB,2019-04-17
HUF,CZK,0.07826,ČSOB,2019-04-17
